address,area,bathrooms,bedrooms,condo,parking_spots,price,suites,type
"Avenida Governador Sílvio Pedroza, 232 - Areia Preta, Natal - RN",86.0,2.0,2.0,900.0,1.0,305000.0,1.0,apartment
"Rua Antídio de Azevedo, 1905 - Lagoa Nova, Natal - RN",136.0,5.0,3.0,850.0,3.0,830000.0,3.0,apartment
"Rua Anderson de Abreu, 1871 - Candelária, Natal - RN",500.0,4.0,4.0,,2.0,370000.0,2.0,house
"Rua Engenheiro João Hélio Alves Rocha, 820 - Planalto, Natal - RN",61.0,2.0,2.0,152.0,1.0,135000.0,1.0,apartment
"Rua Demócrito de Souza Paiva, 818 - Lagoa Nova, Natal - RN",66.0,2.0,3.0,410.0,2.0,248000.0,1.0,apartment
"Rua Teotônio Freire, 75 - Ribeira, Natal - RN",75.0,2.0,3.0,305.0,2.0,250000.0,1.0,apartment
"Rua Eletricista João Trajano da Silva, 1725 - Lagoa Nova, Natal - RN",54.0,2.0,2.0,350.0,1.0,240000.0,1.0,apartment
"Rua Desportista Jeremias Pinheiro da Câmara Filho, 500 - Ponta Negra, Natal - RN",57.0,1.0,2.0,350.0,1.0,195000.0,1.0,other
"Avenida Nascimento de Castro, 20a - Lagoa Nova, Natal - RN",108.0,4.0,4.0,450.0,2.0,380000.0,,apartment
"Avenida Capitão-Mor Gouveia, 55 - Lagoa Nova, Natal - RN",81.0,1.0,3.0,400.0,1.0,430000.0,1.0,apartment
"Rua Água Marinha, 469 - Lagoa Nova, Natal - RN",78.0,3.0,3.0,530.0,2.0,180000.0,1.0,apartment
"Rua da Praia, 139 - Ponta Negra, Natal - RN",118.0,2.0,2.0,1130.0,2.0,450000.0,1.0,apartment
"Rua Jornalista Francisco Sinedino, 379 - Lagoa Nova, Natal - RN",117.0,4.0,3.0,550.0,2.0,600000.0,3.0,apartment
"Rua Antônio Elias de França Neto - Lagoa Nova, Natal - RN",300.0,3.0,3.0,,4.0,720000.0,3.0,house
"Avenida Ayrton Senna - Ponta Negra, Natal - RN",83.0,3.0,3.0,,2.0,235000.0,2.0,apartment
"Rua Jornalista Francisco Sinedino, 1111 - Lagoa Nova, Natal - RN",58.0,2.0,2.0,600.0,2.0,260000.0,1.0,apartment
"Avenida Engenheiro Roberto Freire - Ponta Negra, Natal - RN",57.0,1.0,2.0,450.0,2.0,390000.0,2.0,apartment
"Rua Ismael Pereira da Silva, 1658 - Capim Macio, Natal - RN",83.0,2.0,3.0,682.0,1.0,230000.0,1.0,apartment
"Rua Coronel Auris Coelho, 970 - Lagoa Nova, Natal - RN",70.0,2.0,2.0,430.0,2.0,185000.0,1.0,apartment
"Rua Praia de Santa Rita - Ponta Negra, Natal - RN",26.0,1.0,,,2.0,149000.0,,other
"Rua Teotônio Freire, 34 - Ribeira, Natal - RN",75.0,1.0,3.0,380.0,2.0,250000.0,1.0,apartment
"Rua Teatrólogo Meira Pires, 2357 - Capim Macio, Natal - RN",102.0,3.0,3.0,580.0,2.0,345000.0,1.0,apartment
"Avenida Amintas Barros, 2070 - Lagoa Nova, Natal - RN",101.0,4.0,3.0,650.0,2.0,470000.0,3.0,apartment
"Rua Apodi, 500 - Tirol, Natal - RN",132.0,2.0,5.0,750.0,2.0,780000.0,2.0,apartment
"Rua Aristides Porpino Filho, 288 - Ponta Negra, Natal - RN",200.0,4.0,4.0,,2.0,365000.0,3.0,house
"Avenida Engenheiro Roberto Freire - Ponta Negra, Natal - RN",29.0,1.0,1.0,650.0,1.0,180000.0,,apartment
"Rua Teotônio Freire, 75 - Ribeira, Natal - RN",75.0,1.0,3.0,,2.0,270000.0,1.0,apartment
"Rua Horácio Dantas - Candelária, Natal - RN",25.0,1.0,1.0,100.0,24.0,84900.0,,apartment
"Rua Milton Santos, 14 - Lagoa Nova, Natal - RN",113.0,2.0,2.0,,3.0,265000.0,1.0,house
"Avenida Miguel Castro, 1349 - Lagoa Nova, Natal - RN",122.0,5.0,4.0,500.0,2.0,260000.0,3.0,apartment
"Avenida Ayrton Senna - Neópolis, Natal - RN",56.0,1.0,2.0,220.0,1.0,152000.0,1.0,apartment
"Avenida Deputado Antônio Florêncio de Queiroz, 2995 - Ponta Negra, Natal - RN",120.0,3.0,2.0,650.0,2.0,689900.0,2.0,apartment
"Rua Desembargador Dionísio Filgueira, 770 - Petrópolis, Natal - RN",50.0,1.0,1.0,606.0,1.0,250000.0,,other
"Planalto, Natal - RN",71.0,2.0,2.0,247.0,2.0,130000.0,1.0,house
"Rua Antônio Freire de Lemos, 176 - Planalto, Natal - RN",50.0,2.0,2.0,220.0,1.0,135000.0,1.0,apartment
"Rua Orlando Lima, 465 - Ponta Negra, Natal - RN",59.0,2.0,2.0,200.0,1.0,158900.0,1.0,apartment
"Rua Jornalista Francisco Sinedino, 379 - Lagoa Nova, Natal - RN",119.0,3.0,3.0,550.0,2.0,650000.0,2.0,apartment
"Rua Professor Bartolomeu Fagundes, 260 - Petrópolis, Natal - RN",123.0,2.0,3.0,690.0,2.0,660000.0,2.0,apartment
"Rua Professora Dirce Coutinho - Capim Macio, Natal - RN",66.0,2.0,3.0,285.0,1.0,149900.0,,apartment
"Rua Sérgio Severo, 1135 - Lagoa Nova, Natal - RN",55.0,2.0,2.0,400.0,1.0,200000.0,1.0,apartment
"Rua Maria Auxiliadora, 600 - Tirol, Natal - RN",92.0,3.0,3.0,650.0,2.0,350000.0,1.0,apartment
"Rua Doutor João Abdon da Silva, 1449 - Lagoa Nova, Natal - RN",200.0,5.0,3.0,,5.0,450000.0,3.0,apartment
"Avenida Amintas Barros, 3700 - Lagoa Nova, Natal - RN",35.0,,,,,230000.0,,other
"Rua da Lagosta, 000 - Ponta Negra, Natal - RN",55.0,2.0,2.0,,1.0,288000.0,1.0,apartment
"Rua São João, 1233 - Lagoa Seca, Natal - RN",143.0,3.0,3.0,907.0,2.0,479000.0,1.0,apartment
"Rua Desembargador Régulo Tinoco, 1422 - Barro Vermelho, Natal - RN",95.0,3.0,3.0,651.0,2.0,320000.0,1.0,apartment
"Rua Ascenso Ferreira, 1902 - Candelária, Natal - RN",219.0,4.0,3.0,800.0,2.0,630000.0,3.0,apartment
"Rua das Algas, 2269 - Ponta Negra, Natal - RN",56.0,2.0,2.0,250.0,1.0,180000.0,1.0,apartment
"Alameda das Mansões, 701 - Candelária, Natal - RN",198.0,5.0,4.0,,4.0,900000.0,3.0,apartment
"Rua Teotônio Freire, 75 - Ribeira, Natal - RN",75.0,1.0,3.0,330.0,2.0,260000.0,1.0,other
"Rua Maria Auxiliadora - Tirol, Natal - RN",91.0,3.0,3.0,,2.0,339000.0,1.0,apartment
"Nova Descoberta, Natal - RN",113.0,4.0,3.0,800.0,2.0,585000.0,3.0,apartment
"Rua Walter Fernandes, 1883 - Capim Macio, Natal - RN",120.0,4.0,4.0,1.0,2.0,642000.0,2.0,apartment
"Rua Almirante Tamandaré, 146 - Lagoa Nova, Natal - RN",170.0,3.0,3.0,1200.0,2.0,500000.0,1.0,apartment
"Rua Alberto Maranhão - Tirol, Natal - RN",97.0,3.0,3.0,800.0,2.0,420000.0,1.0,apartment
"Avenida Amintas Barros, 3170 - Lagoa Nova, Natal - RN",146.0,2.0,3.0,800.0,2.0,750000.0,3.0,apartment
"Avenida Miguel Castro, 1525 - Lagoa Nova, Natal - RN",108.0,2.0,3.0,300.0,2.0,220000.0,1.0,apartment
"Rua Joaquim Eduardo de Farias, 213 - Ponta Negra, Natal - RN",55.0,2.0,2.0,245.0,1.0,180000.0,1.0,apartment
"Rua Anísio de Souza, 2622 - Candelária, Natal - RN",142.0,4.0,4.0,1150.0,3.0,630000.0,2.0,apartment
"Rua Marechal Anacleto de Lima, 2264 - Nossa Senhora de Nazaré, Natal - RN",60.0,1.0,2.0,350.0,2.0,160000.0,,apartment
"Rua Jornalista Francisco Sinedino, 1140 - Lagoa Nova, Natal - RN",56.0,2.0,2.0,540.0,2.0,270000.0,1.0,apartment
"Rua Jornalista Francisco Sinedino, 379 - Lagoa Nova, Natal - RN",119.0,3.0,3.0,550.0,2.0,600000.0,2.0,apartment
"Avenida Deputado Antônio Florêncio de Queiroz, 2905 - Ponta Negra, Natal - RN",57.0,2.0,2.0,360.0,1.0,300000.0,1.0,apartment
"Rua Desembargador Hemetério Fernandes, 1162 - Tirol, Natal - RN",105.0,4.0,3.0,600.0,2.0,610000.0,2.0,apartment
"Avenida dos Caiapós - Pitimbu, Natal - RN",55.0,1.0,2.0,220.0,1.0,205000.0,1.0,apartment
"Rua Teotônio Freire, 34 - Ribeira, Natal - RN",75.0,1.0,3.0,380.0,2.0,250000.0,1.0,apartment
"Rua Antídio de Azevedo, 1935 - Lagoa Nova, Natal - RN",165.0,5.0,4.0,,3.0,980000.0,4.0,apartment
"Avenida Porto de Pedras, 4500 - Neópolis, Natal - RN",57.0,2.0,2.0,300.0,1.0,180000.0,1.0,apartment
"Rua Walter Duarte Pereira, 1977 - Capim Macio, Natal - RN",92.0,3.0,3.0,575.0,2.0,450000.0,1.0,apartment
"Rua Joaquim Eduardo de Farias, 213 - Ponta Negra, Natal - RN",57.0,2.0,2.0,,1.0,170000.0,1.0,apartment
"Rua Pôr do Sol, 420 - Ponta Negra, Natal - RN",56.0,2.0,2.0,235.0,1.0,199000.0,1.0,apartment
"Rua Coronel Auris Coelho, 970 - Lagoa Nova, Natal - RN",82.0,2.0,2.0,390.0,2.0,180000.0,1.0,apartment
"Rua Jaguarari - Candelária, Natal - RN",105.0,4.0,3.0,550.0,2.0,450000.0,3.0,apartment
"Rua dos Tororós, 2396 - Lagoa Nova, Natal - RN",79.0,3.0,3.0,350.0,2.0,350000.0,1.0,apartment
"Avenida Governador Tarcísio de Vasconcelos Maia, 2163 - Candelária, Natal - RN",136.0,3.0,3.0,950.0,2.0,335000.0,1.0,apartment
"Rua Jaguarari, 5200 - Candelária, Natal - RN",450.0,6.0,5.0,1300.0,4.0,1900000.0,3.0,house
"Avenida Porto de Pedras, 4500 - Neópolis, Natal - RN",57.0,1.0,2.0,350.0,1.0,198000.0,1.0,apartment
"Rua Prefeito Sandoval Cavalcante de Albuquerque, 9336 - Candelária, Natal - RN",90.0,2.0,3.0,450.0,1.0,210000.0,1.0,apartment
"Rua Desembargador José Gomes da Costa, 1886 - Capim Macio, Natal - RN",96.0,2.0,3.0,690.0,2.0,494500.0,1.0,apartment
"Rua Joaquim Eduardo de Farias, 213 - Ponta Negra, Natal - RN",56.0,2.0,2.0,199.0,1.0,190000.0,1.0,apartment
"Rua Doutor José Bezerra, 70 - Barro Vermelho, Natal - RN",70.0,1.0,2.0,350.0,3.0,392000.0,1.0,apartment
"Rua Joaquim Eduardo de Farias, 213 - Neópolis, Natal - RN",56.0,2.0,2.0,260.0,1.0,190000.0,1.0,apartment
"Avenida Antônio Basílio, 1 - Lagoa Nova, Natal - RN",63.0,1.0,1.0,500.0,1.0,209000.0,1.0,apartment
"Rua Estudante José Francisco de Souza Filho, 245 - Capim Macio, Natal - RN",76.0,2.0,3.0,,1.0,385000.0,1.0,apartment
"Rua São José, 2028 - Lagoa Nova, Natal - RN",135.0,3.0,4.0,600.0,2.0,370000.0,1.0,apartment
"Avenida Governador Sílvio Pedroza, 246 - Areia Preta, Natal - RN",422.0,6.0,4.0,,5.0,2599000.0,4.0,apartment
"Rua dos Pintassilgos, 70 - Pitimbu, Natal - RN",58.0,2.0,2.0,240.0,1.0,170000.0,1.0,apartment
"Rua Ilíria Tavares Galvão, 55 - Tirol, Natal - RN",97.0,3.0,3.0,860.0,2.0,380000.0,1.0,apartment
"Avenida Nascimento de Castro, 2455 - Lagoa Nova, Natal - RN",160.0,4.0,3.0,500.0,3.0,750000.0,3.0,apartment
"Rua Francisco Simplício, 145 - Ponta Negra, Natal - RN",94.0,3.0,3.0,380.0,2.0,340000.0,2.0,apartment
"Rua Beatriz Pinheiro, 1319 - Barro Vermelho, Natal - RN",179.0,5.0,3.0,,3.0,790000.0,3.0,other
"Rua Desembargador Dionísio Filgueira, 780 - Petrópolis, Natal - RN",180.0,5.0,3.0,1.0,3.0,690000.0,3.0,apartment
"Rua Nival Câmara, 1483 - Tirol, Natal - RN",116.0,3.0,3.0,700.0,3.0,650000.0,2.0,apartment
"Rua Aurélio Pinheiro, 648 - Barro Vermelho, Natal - RN",150.0,3.0,4.0,,1.0,260000.0,1.0,house
"Rua Coronel Auris Coelho, 285 - Lagoa Nova, Natal - RN",24.0,,,,,165000.0,,other
"Rua Pinto Martins, 1025 - Areia Preta, Natal - RN",280.0,1.0,4.0,1840.0,,2300000.0,,apartment
"Avenida Amintas Barros, 3678 - Lagoa Nova, Natal - RN",97.0,3.0,3.0,700.0,2.0,420000.0,1.0,apartment
"Ponta Negra, Natal - RN",50.0,2.0,2.0,278.0,1.0,190000.0,1.0,apartment
"Rua Ilíria Tavares Galvão, 50 - Tirol, Natal - RN",162.0,4.0,3.0,1034.0,2.0,300000.0,3.0,apartment
"Rua Humberto Monte, 1850 - Capim Macio, Natal - RN",196.0,5.0,3.0,1800.0,3.0,650000.0,3.0,apartment
"Avenida Deputado Antônio Florêncio de Queiroz, 2491 - Ponta Negra, Natal - RN",100.0,2.0,3.0,800.0,2.0,495000.0,1.0,apartment
"Rua Joaquim Eduardo de Farias - Ponta Negra, Natal - RN",83.0,3.0,3.0,370.0,2.0,300000.0,1.0,apartment
"Rua Raimundo Chaves, o - Candelária, Natal - RN",300.0,7.0,5.0,700.0,4.0,1700000.0,4.0,house
"Rua Padre Antônio, 174 - Lagoa Seca, Natal - RN",186.0,3.0,3.0,,2.0,390000.0,1.0,house
"Avenida Amintas Barros, 1480 - Lagoa Nova, Natal - RN",80.0,2.0,3.0,500.0,2.0,350000.0,1.0,apartment
"Avenida Rio Branco, 697 - Cidade Alta, Natal - RN",1750.0,,,,,1850000.0,,other
"Rua Dom Joaquim de Almeida, 2076 - Lagoa Nova, Natal - RN",78.0,2.0,3.0,400.0,1.0,220000.0,,apartment
"Rua Praia do Bessa, 2121 - Ponta Negra, Natal - RN",45.0,1.0,1.0,350.0,1.0,140000.0,,apartment
"Avenida Deputado Antônio Florêncio de Queiroz, 2995 - Ponta Negra, Natal - RN",59.0,2.0,2.0,362.0,1.0,270000.0,1.0,apartment
"Avenida Nascimento de Castro, 1642 - Lagoa Nova, Natal - RN",94.0,1.0,3.0,850.0,1.0,200000.0,2.0,apartment
"Avenida Afonso Pena, 957 - Tirol, Natal - RN",63.0,1.0,2.0,550.0,1.0,320000.0,,apartment
"Rua dos Pintassilgos, 70 - Pitimbu, Natal - RN",57.0,2.0,2.0,350.0,2.0,199000.0,1.0,apartment
"Rua Romualdo Galvão, 1452 - Lagoa Nova, Natal - RN",120.0,3.0,3.0,500.0,2.0,240000.0,1.0,apartment
"Rua Doutor Vicente Farache, 1878 - Tirol, Natal - RN",170.0,4.0,3.0,1000.0,2.0,350000.0,3.0,apartment
"Rua Neuza Farache, 1971 - Capim Macio, Natal - RN",157.0,2.0,3.0,450.0,2.0,480000.0,1.0,apartment
"Rua Julio Cesar de Andrade, 75 - Neópolis, Natal - RN",1330.0,,,2871.0,,600000.0,,other
"Rua Anísio de Souza, 2556 - Candelária, Natal - RN",87.0,3.0,3.0,481.0,2.0,490000.0,1.0,apartment
"Avenida Nascimento de Castro, 1645 - Lagoa Nova, Natal - RN",100.0,1.0,3.0,800.0,1.0,210000.0,2.0,apartment
"Rua Anísio de Souza, 2556 - Candelária, Natal - RN",87.0,3.0,4.0,,2.0,410000.0,1.0,apartment
"Lagoa Nova, Natal - RN",300.0,4.0,3.0,,3.0,365000.0,3.0,house
"Rua Vereadora Maria Queiroz, 92 - Lagoa Nova, Natal - RN",130.0,5.0,3.0,,3.0,830000.0,3.0,apartment
"Avenida dos Caiapós, 1945 - Pitimbu, Natal - RN",51.0,1.0,2.0,,1.0,150000.0,,apartment
"Avenida Governador Sílvio Pedroza, 246 - Areia Preta, Natal - RN",289.0,6.0,4.0,1750.0,4.0,2350000.0,4.0,apartment
"Avenida Nascimento de Castro, 2455 - Lagoa Nova, Natal - RN",160.0,4.0,4.0,600.0,3.0,770000.0,3.0,apartment
"Rua Padre João Damasceno, 1950 - Lagoa Nova, Natal - RN",114.0,4.0,3.0,,3.0,760000.0,1.0,apartment
"Rua Jaguarari, 4985 - Candelária, Natal - RN",123.0,5.0,3.0,550.0,2.0,530000.0,3.0,apartment
"Avenida Hermes da Fonseca, 541 - Petrópolis, Natal - RN",130.0,3.0,3.0,1100.0,2.0,240000.0,1.0,apartment
"Avenida dos Caiapós - Pitimbu, Natal - RN",50.0,1.0,2.0,380.0,1.0,86900.0,,apartment
"Avenida Prudente de Morais, 1140 - Tirol, Natal - RN",80.0,2.0,3.0,60.0,1.0,120000.0,1.0,apartment
"Avenida Estrela do Mar, 2255 - Ponta Negra, Natal - RN",49.0,1.0,1.0,1300.0,1.0,135000.0,,apartment
"Rua Doutor Nizário Gurgel, 65 - Tirol, Natal - RN",58.0,2.0,2.0,,1.0,200000.0,1.0,apartment
"Rua dos Pintassilgos, 2885 - Pitimbu, Natal - RN",194.0,5.0,3.0,500.0,2.0,650000.0,4.0,house
"Rua da Lagosta, 150 - Ponta Negra, Natal - RN",57.0,2.0,2.0,400.0,1.0,196000.0,1.0,apartment
"Rua Pirapora, 4723 - Neópolis, Natal - RN",180.0,4.0,4.0,,4.0,315000.0,2.0,house
"Avenida Nascimento de Castro, 2455 - Lagoa Nova, Natal - RN",160.0,5.0,4.0,780.0,3.0,799000.0,3.0,apartment
"Avenida Capitão-Mor Gouveia, 2488 - Lagoa Nova, Natal - RN",90.0,3.0,3.0,330.0,2.0,350000.0,1.0,apartment
"Rua dos Tororós - Lagoa Nova, Natal - RN",89.0,3.0,3.0,470.0,2.0,390000.0,1.0,apartment
"Rua São José, 2182 - Lagoa Nova, Natal - RN",128.0,5.0,3.0,600.0,2.0,630000.0,3.0,apartment
"Rua Adolfo Gordo, 1035 - Cidade da Esperança, Natal - RN",51.0,2.0,2.0,369.0,1.0,199000.0,1.0,apartment
"Rua Vereador João Alves da Silva Filho, 747 - Tirol, Natal - RN",90.0,3.0,3.0,,2.0,550000.0,1.0,apartment
"Rua Vicente Mesquita, 885 - Lagoa Nova, Natal - RN",106.0,4.0,3.0,1000.0,2.0,345000.0,3.0,apartment
"Avenida Prudente de Morais, 95 - Lagoa Nova, Natal - RN",148.0,3.0,4.0,900.0,3.0,1000000.0,4.0,apartment
"Avenida Prudente de Morais, 95 - Lagoa Nova, Natal - RN",148.0,3.0,4.0,900.0,3.0,1000000.0,4.0,apartment
"Rua Alberto Maranhão, 1122 - Tirol, Natal - RN",75.0,2.0,3.0,400.0,1.0,230000.0,1.0,apartment
"Avenida Capitão-mor Gouveia, 1135 - Nossa Senhora de Nazaré, Natal - RN",70.0,2.0,3.0,315.0,2.0,271500.0,1.0,apartment
"Lagoa Nova, Natal - RN",98.0,1.0,3.0,500.0,2.0,522000.0,2.0,apartment
"Ponta Negra, Natal - RN",55.0,,2.0,,,161500.0,,apartment
"Praia do Meio, Natal - RN",60.0,1.0,1.0,,1.0,99900.0,,other
"Rua Historiador Francisco Fausto de Souza, 378 - Capim Macio, Natal - RN",450.0,5.0,3.0,,4.0,930000.0,3.0,house
"Rua Pinto Martins - Areia Preta, Natal - RN",123.0,2.0,2.0,1100.0,2.0,300000.0,1.0,apartment
"Rua Doutor Renato Dantas, 481 - Petrópolis, Natal - RN",97.0,4.0,3.0,,2.0,499999.0,3.0,apartment
"Rua Meira Brandão, 634 - Barro Vermelho, Natal - RN",200.0,5.0,4.0,1140.0,3.0,789000.0,3.0,apartment
"Rua Jaguarari, 4985 - Candelária, Natal - RN",123.0,5.0,3.0,460.0,2.0,450000.0,3.0,apartment
"Rua das Perdizes, 7979 - Pitimbu, Natal - RN",55.0,2.0,2.0,258.0,1.0,215000.0,1.0,apartment
"Tirol, Natal - RN",59.0,2.0,2.0,430.0,2.0,350000.0,1.0,apartment
"Rua Capitão Abdon Nunes - Tirol, Natal - RN",88.0,2.0,3.0,,2.0,478215.0,1.0,apartment
"Rua Dona Maria Câmara, 1842 - Capim Macio, Natal - RN",45.0,1.0,1.0,170.0,1.0,135000.0,1.0,apartment
"Lagoa Nova, Natal - RN",68.0,1.0,3.0,,2.0,260000.0,1.0,apartment
"Avenida Amintas Barros, 1480 - Lagoa Nova, Natal - RN",57.0,2.0,2.0,320.0,1.0,220000.0,1.0,apartment
"Avenida Ayrton Senna, 3081 - Neópolis, Natal - RN",74.0,1.0,2.0,258.0,,130000.0,,apartment
"Rua do Calcário, 100 - Lagoa Nova, Natal - RN",100.0,2.0,3.0,660.0,2.0,218000.0,1.0,apartment
"Ribeira, Natal - RN",120.0,4.0,3.0,895.0,3.0,630000.0,3.0,apartment
"Rua do Tório, 467 - Lagoa Nova, Natal - RN",60.0,2.0,2.0,250.0,1.0,160000.0,1.0,apartment
"Avenida Amintas Barros, 2070 - Lagoa Nova, Natal - RN",103.0,4.0,3.0,550.0,2.0,420000.0,3.0,apartment
"Rua Pinto Martins, 310 - Areia Preta, Natal - RN",240.0,6.0,4.0,1500.0,4.0,1690000.0,4.0,apartment
"Rua São Gregório - Planalto, Natal - RN",4000.0,,,1.0,,600000.0,,other
"Rua Potengi, 344 - Petrópolis, Natal - RN",268.0,6.0,4.0,1700.0,2.0,750000.0,4.0,apartment
"Rua Capitão Abdon Nunes, 828 - Tirol, Natal - RN",154.0,5.0,3.0,1000.0,3.0,1052000.0,3.0,apartment
"Rua Doutor Antônio Severiano da Câmara, 93 - Lagoa Nova, Natal - RN",113.0,3.0,3.0,685.0,2.0,560000.0,2.0,apartment
"Rua Walter Duarte Pereira, 1728 - Capim Macio, Natal - RN",69.0,2.0,2.0,340.0,1.0,175000.0,,apartment
"Rua Abaeté, 1625 - Capim Macio, Natal - RN",250.0,5.0,4.0,,2.0,400000.0,4.0,house
"Rua Cláudio Machado, 541 - Petrópolis, Natal - RN",240.0,5.0,4.0,1700.0,3.0,800000.0,3.0,apartment
"Avenida dos Caiapós, 2002 - Pitimbu, Natal - RN",52.0,1.0,2.0,250.0,1.0,115000.0,,apartment
"Rua Vereador Manoel Sátiro, 248 - Ponta Negra, Natal - RN",55.0,2.0,2.0,730.0,1.0,210000.0,1.0,apartment
"Rua Princesa Isabel, 892 - Cidade Alta, Natal - RN",100.0,2.0,2.0,400.0,1.0,170000.0,1.0,apartment
"Rua Lúcia Viveiros, 649 - Neópolis, Natal - RN",202.0,2.0,3.0,793.0,2.0,740000.0,1.0,apartment
"Avenida Engenheiro Roberto Freire, 2444 - Ponta Negra, Natal - RN",55.0,1.0,2.0,234.0,1.0,290000.0,1.0,apartment
"Rua Joaquim Fagundes, 744 - Tirol, Natal - RN",200.0,5.0,4.0,1600.0,2.0,930000.0,4.0,apartment
"Pitimbu, Natal - RN",55.0,2.0,2.0,300.0,1.0,210000.0,1.0,apartment
"Rua Pouso Alto, 1245 - Neópolis, Natal - RN",60.0,1.0,2.0,260.0,1.0,270000.0,1.0,apartment
"Avenida Engenheiro Roberto Freire, 4702 - Ponta Negra, Natal - RN",56.0,2.0,2.0,427.0,1.0,320000.0,2.0,apartment
"Avenida Prudente de Morais, 4095 - Lagoa Nova, Natal - RN",57.0,2.0,2.0,360.0,1.0,240000.0,1.0,apartment
"Rua Doutor José Bezerra, 10 - Barro Vermelho, Natal - RN",69.0,1.0,2.0,,2.0,390800.0,1.0,apartment
"Rua Francisco Borges de Oliveira, 1577 - Lagoa Nova, Natal - RN",105.0,4.0,3.0,950.0,2.0,430000.0,3.0,apartment
"Rua Cláudio Machado, 576 - Petrópolis, Natal - RN",89.0,2.0,2.0,800.0,2.0,270000.0,1.0,house
"Avenida Engenheiro Roberto Freire, 3112 - Ponta Negra, Natal - RN",57.0,1.0,2.0,590.0,1.0,350000.0,1.0,apartment
"Rua Maria Auxiliadora, 817 - Tirol, Natal - RN",57.0,2.0,2.0,420.0,,279000.0,1.0,apartment
"Rua Doutor Carlos Passos, 1610 - Tirol, Natal - RN",150.0,3.0,3.0,1180.0,2.0,400000.0,1.0,apartment
"Avenida dos Caiapós, 121 - Pitimbu, Natal - RN",55.0,2.0,2.0,,1.0,220000.0,1.0,apartment
"Avenida Engenheiro Roberto Freire, 4220 - Ponta Negra, Natal - RN",33.0,1.0,1.0,700.0,1.0,120000.0,,other
"Avenida Capitão-Mor Gouveia, 2488 - Lagoa Nova, Natal - RN",83.0,1.0,3.0,280.0,2.0,325000.0,1.0,apartment
"Avenida Capitão-Mor Gouveia, 2488 - Cidade da Esperança, Natal - RN",90.0,3.0,3.0,340.0,2.0,380000.0,1.0,apartment
"Rua Desembargador Dionísio Filgueira, 770 - Petrópolis, Natal - RN",115.0,1.0,2.0,790.0,1.0,210000.0,,apartment
"Rua Monsenhor José Paulino, 1061 - Tirol, Natal - RN",55.0,2.0,2.0,450.0,1.0,239000.0,1.0,apartment
"Rua Doutor Antônio Severiano da Câmara, 93 - Lagoa Nova, Natal - RN",113.0,4.0,3.0,685.0,2.0,550000.0,2.0,apartment
"Rua Missionário Joel Carlson, 1890 - Capim Macio, Natal - RN",58.0,2.0,2.0,400.0,2.0,280000.0,1.0,apartment
"Rua Moacyr da Cunha Melo, 79 - Ponta Negra, Natal - RN",660.0,28.0,24.0,,,3890000.0,24.0,other
"Avenida Praia de Ponta Negra, 9119 - Ponta Negra, Natal - RN",55.0,1.0,2.0,420.0,1.0,234900.0,1.0,apartment
"Rua Desembargador Virgílio Dantas, 306 - Tirol, Natal - RN",160.0,3.0,3.0,1.0,2.0,420000.0,2.0,apartment
"Rua Desembargador Hemetério Fernandes, 1105 - Tirol, Natal - RN",140.0,4.0,3.0,,3.0,603992.0,3.0,apartment
"Rua Doutor Francisco Leite de Carvalho, 2377 - Lagoa Nova, Natal - RN",104.0,3.0,3.0,600.0,2.0,520000.0,1.0,apartment
"Rua Neuza Farache, 1971 - Capim Macio, Natal - RN",153.0,3.0,4.0,850.0,2.0,710000.0,2.0,apartment
"Avenida Rodrigues Alves, 800 - Tirol, Natal - RN",40.0,1.0,,,1.0,245000.0,,other
"Avenida Presidente Getúlio Vargas, 750 - Petrópolis, Natal - RN",215.0,4.0,4.0,1800.0,3.0,750000.0,2.0,apartment
"Avenida Governador Sílvio Pedroza, 200 - Areia Preta, Natal - RN",89.0,2.0,2.0,,1.0,320000.0,1.0,apartment
"Avenida Campos Sales, 640 - Tirol, Natal - RN",191.0,6.0,4.0,1250.0,2.0,750000.0,4.0,apartment
"Rua Anísio de Souza, 2556 - Lagoa Nova, Natal - RN",87.0,3.0,3.0,450.0,2.0,420000.0,1.0,apartment
"Rua dos Tororós, 2180 - Lagoa Nova, Natal - RN",256.0,5.0,4.0,1500.0,3.0,1050000.0,4.0,other
"Rua Nossa Senhora de Lourdes, 300 - Tirol, Natal - RN",186.0,2.0,4.0,875.0,3.0,1000000.0,2.0,apartment
"Avenida Nascimento de Castro, 2455 - Lagoa Nova, Natal - RN",160.0,5.0,4.0,,3.0,850000.0,3.0,other
"Rua Alverca, 153 - Nordeste, Natal - RN",248.0,3.0,3.0,,3.0,350000.0,,house
"Rua Joaquim Fabrício, 260 - Petrópolis, Natal - RN",55.0,1.0,2.0,600.0,1.0,159000.0,,apartment
"Rua Desportista Jeremias Pinheiro da Câmara Filho, 500 - Ponta Negra, Natal - RN",55.0,2.0,2.0,290.0,1.0,180000.0,1.0,apartment
"Rua José Alberi Matos Ferreira, 97 - Lagoa Nova, Natal - RN",142.0,5.0,3.0,,3.0,1100000.0,3.0,apartment
"Rua Monte Celeste, 1801 - Planalto, Natal - RN",52.0,1.0,2.0,170.0,1.0,125000.0,,apartment
"Rua Uruassu, 1151 - Barro Vermelho, Natal - RN",134.0,5.0,3.0,500.0,3.0,600000.0,3.0,apartment
